,peak_time,amplitude,inter_event_interval,condition
106,12.3896,-37.854158020578666,0.06930000000000014,pre_drug
107,12.4589,-24.24813873187651,0.06990000000000052,pre_drug
108,12.5288,-37.77510760298032,0.07840000000000025,pre_drug
109,12.6072,-74.13623059753135,0.08789999999999942,pre_drug
110,12.6951,-90.76566431514378,0.09360000000000035,pre_drug
111,12.7887,-30.540739092715814,0.19890000000000008,pre_drug
112,12.9876,-124.26584950695911,0.059499999999999886,pre_drug
113,13.0471,-45.20897286015834,0.03229999999999933,pre_drug
114,13.0794,-54.44703444410911,0.11969999999999992,pre_drug
115,13.1991,-21.31448748328198,0.08960000000000079,pre_drug
116,13.2887,-38.185898988201586,0.054499999999999105,pre_drug
117,13.3432,-39.71831747840217,0.050700000000000855,pre_drug
118,13.3939,-52.44598366886116,0.12359999999999971,pre_drug
119,13.5175,-30.429845960727853,0.18219999999999992,pre_drug
120,13.6997,-57.69174698101703,0.32890000000000086,pre_drug
121,14.0286,-49.4783427735072,0.23499999999999943,pre_drug
122,14.2636,-65.05769647171529,0.035199999999999676,pre_drug
123,14.2988,-24.99387480907976,0.05979999999999919,pre_drug
